% Model,MDOF_EigenFrequency_todo.mph
% Version,COMSOL 5.6.0.401
% Date,"Jan 7 2022, 16:58"
% Table,Participation Factors (Eigenfrequencies) - 
% Eigenfrequency (Hz),"Participation factor, X-translation (1)","Participation factor, Y-translation (1)","Participation factor, Z-translation (1)","Participation factor, normalized, X-translation (1)",real(mpf1.pfLnormY) (1),real(mpf1.pfLnormZ) (1),real(mpf1.pfRX) (1),real(mpf1.pfRY) (1),real(mpf1.pfRZ) (1),real(mpf1.pfRnormX) (1),real(mpf1.pfRnormY) (1),real(mpf1.pfRnormZ) (1)
3.086672775901829,107231.40651066665,1.9927220142785776E-5,1.260318556934322E-10,221.99333562450443,4.1253865944403024E-8,2.6091453008730343E-13,-1.559623117088558E-5,81740.4087881248,0.4096533751905438,-3.2287736340111865E-8,169.2211880143655,8.480754115571476E-4
8.65774201586331,30763.722423843497,4.390298118399204E-5,-8.450511926795636E-11,63.61054030002183,9.077875282514392E-8,-1.7473231037172083E-13,3.772320885970408E-4,-257358.9101250343,0.9594410989594607,7.800075895745751E-7,-532.1442931558247,0.001983848568453996
12.526834214829488,11859.820319219622,3.710057396732065E-5,8.335086906191851E-11,24.463339162375487,7.652762855188724E-8,1.719284546019692E-13,1.5055003014847546E-4,-50702.278996598296,0.7264119467921297,3.1054066160340863E-7,-104.58396619964866,0.0014983752997656398
29.003537126848364,-1.4323075147482158E-10,-1.6178737580435058E-13,134073.95412677154,-2.3556978034589073E-13,-2.660896224346673E-16,220.50971316240484,2.7249940112057236,-23.4578862350168,2.227774229966418E-12,0.0044817627084533145,-0.03858088469732847,3.663991709948394E-15
54.84825179867153,1.707468731515749E-11,-1.8549709899681558E-12,55188.18771730226,1.6778055089873278E-14,-1.8227452652778155E-15,54.22942375109752,5.696988481511375,-48.39264250891471,3.1286073124107958E-12,0.005598016808443659,-0.04755193503534009,3.0742551751217556E-15
59.181120402437166,-8.558392440830475E-12,3.82461511100274E-12,21134.09347976901,-7.717531398510582E-15,3.448847129931039E-15,19.057671301802117,2.87591217212277,-24.3263804454367,3.0315552753886985E-11,0.0025933541422835864,-0.021936316451685645,2.733705329112298E-14
90.99131516015453,-3.322562902972008E-11,4.318415875114645E-12,30496.34042603257,-2.7884819172254718E-14,3.624257818578928E-15,25.59424646060957,-39.73897979229885,310.9213400271849,4.689710059510335E-12,-0.033351189968651544,0.26094269985672613,3.935868809670248E-15
124.20187939866487,2.031843430559241E-5,4.565170214610471E-5,-101.02173424619068,1.640276508101269E-8,3.685392951979651E-8,-0.08155332000461672,-48603.45044818614,30678.080083399982,0.005797025164434374,-39.23683133443061,24.765950622780156,4.679850844351936E-6
124.20189305256575,-3.9750896701766046E-5,-8.10708985908019E-5,6.238252875211296,-2.8269280649005343E-8,-5.765444744366258E-8,0.004436401085789286,-12329.857165017289,7766.052526577727,-0.011516903581400492,-8.768511442020817,5.522912352288875,-8.19037069761701E-6
124.230210195851,-1.3872076013941212E-5,-3.2234395495271945E-5,-136.2630409143666,-1.0872592085245367E-8,-2.5264526591574655E-8,-0.10679962095565883,33614.29135748231,53281.88047231201,-0.003935088548538731,26.34605503871216,41.76102778906704,-3.0842256461530374E-6
